,SERIAL_NUM,AUM_M13
15551,38068,2230807
85178,38069,2045959
123425,38070,1250980
92454,38071,49301
137376,38072,20293
97652,38073,12937
72260,38074,97538
30143,38075,440129
9174,38076,33
79919,38077,27348
37525,38078,690054
100720,38079,19438
91341,38080,595893
97164,38081,53253
77744,38082,0
139847,38083,12090
116787,38084,816252
41049,38085,39378
75817,38086,1970505
115328,38087,17286
19293,38088,56054
83937,38089,182293
42365,38090,65279
21929,38091,16162
25536,38092,6082
62342,38093,888861
19747,38094,426567
79103,38095,41203
7456,38096,457790
117875,38097,1020398
94382,38098,35031
24540,38099,467074
126758,38100,26112
1659,38101,124052
134285,38102,37534
46077,38103,1193063
131150,38104,8121
17244,38105,267455
117480,38106,332723
118431,38107,292346
128846,38108,104905
42569,38109,1046442
37265,38110,319259
124706,38111,10998
102340,38112,33383
19540,38113,465427
123960,38114,4193
45279,38115,41
129059,38116,256675
92657,38117,5164
64958,38118,19565
3082,38119,27393
70509,38120,1141
91330,38121,1470992
62218,38122,28088
69468,38123,1873
62050,38124,4840
134962,38125,12279
140618,38126,926010
36550,38127,142042
134649,38128,62534
26262,38129,1034921
145005,38130,3049249
67549,38131,31295
69112,38132,21275
136939,38133,46154
5909,38134,825388
19022,38135,16082
98309,38136,1108310
15795,38137,2323403
126646,38138,16110
129720,38139,52453
75818,38140,10860
86744,38141,263578
63007,38142,42193
103999,38143,9311
141666,38144,522017
141138,38145,307738
35550,38146,4
146008,38147,361470
19942,38148,0
17426,38149,153597
85195,38150,15939
137529,38151,186898
68544,38152,62
3204,38153,291924
52027,38154,279836
24349,38155,112365
29112,38156,280650
1865,38157,18794
47349,38158,22693
104930,38159,616
135622,38160,8157
75998,38161,14862
38546,38162,357
76593,38163,163777
119720,38164,145548
35144,38165,176700
17248,38166,593411
45161,38167,32364
58763,38168,16927
146197,38169,754760
104583,38170,70760
38909,38171,78510
51930,38172,10515
90762,38173,182
128299,38174,1050248
35914,38175,11739
115645,38176,260515
148195,38177,119518
112020,38178,443837
145993,38179,65617
55941,38180,104
11338,38181,38197
129001,38182,17143
67869,38183,718459
63084,38184,500503
115989,38185,867819
130920,38186,1110146
125938,38187,1541
68233,38188,401579
129867,38189,748426
92485,38190,86141
14273,38191,796117
103761,38192,253
54252,38193,1577601
143581,38194,76662
103174,38195,12222
57090,38196,10155
138066,38197,925561
27900,38198,88539
75051,38199,120956
129854,38200,403791
133402,38201,9171
100458,38202,17284
75742,38203,82733
100192,38204,1191
93435,38205,33659
49328,38206,3330
149557,38207,1093924
143002,38208,451885
68853,38209,73
148850,38210,8864
136352,38211,1444631
133485,38212,1034874
45268,38213,140200
7931,38214,150837
30765,38215,1031933
144415,38216,65420
41621,38217,585751
56176,38218,25482
70159,38219,1337770
5787,38220,3295
40656,38221,316677
149211,38222,133511
77329,38223,153587
10665,38224,259123
59100,38225,18139
34275,38226,74299
86562,38227,71456
101346,38228,14269
43529,38229,167579
90841,38230,2741
36865,38231,468
146321,38232,1168430
41873,38233,37301
79493,38234,593016
71363,38235,159144
81482,38236,10256
31268,38237,33137
46302,38238,54565
101190,38239,37707
76766,38240,34678
79727,38241,60618
57742,38242,249919
141317,38243,80474
83663,38244,11273
101828,38245,47
114184,38246,1911289
97106,38247,100668
92802,38248,2628231
78741,38249,63
75186,38250,60348
130160,38251,1078993
122572,38252,15076
135728,38253,1233028
59711,38254,124411
146392,38255,445523
125418,38256,165486
73635,38257,552133
95104,38258,865146
11366,38259,2184668
31590,38260,919189
77889,38261,962
59242,38262,146114
92297,38263,756941
123435,38264,2844306
72327,38265,188498
69713,38266,13809
79568,38267,310392
37979,38268,57646
34480,38269,1903937
37016,38270,404834
84483,38271,598956
104491,38272,2773978
68264,38273,239791
116492,38274,34732
54653,38275,99035
50898,38276,1103924
36296,38277,48
39796,38278,220903
80760,38279,1868160
62007,38280,658024
77513,38281,13149
101684,38282,1177510
5863,38283,24120
86899,38284,854304
47056,38285,1002
1382,38286,177478
32975,38287,96410
126114,38288,453881
95838,38289,1083592
15608,38290,40651
53690,38291,158536
64733,38292,2550
103902,38293,121973
79398,38294,14542
123423,38295,5639
72789,38296,1200110
95553,38297,56896
26987,38298,73246
31102,38299,378172
149810,38300,499261
76871,38301,9443
57574,38302,73256
93288,38303,488
105987,38304,63
52977,38305,329199
92092,38306,14
89895,38307,118795
105657,38308,588295
125783,38309,108065
60651,38310,134
19836,38311,464890
15542,38312,262404
106770,38313,624818
71191,38314,185045
108868,38315,69394
30955,38316,295
113232,38317,36783
81617,38318,24188
110450,38319,1971843
31895,38320,222967
42572,38321,1207730
21519,38322,383135
105125,38323,524711
33605,38324,5986
15561,38325,2781
84210,38326,48530
66517,38327,382924
5865,38328,12700
7135,38329,413685
31208,38330,525195
37814,38331,746593
122347,38332,224833
48805,38333,613
105624,38334,15653
52851,38335,110390
122972,38336,1005090
110150,38337,22913
82277,38338,36479
115627,38339,380514
114668,38340,586716
62939,38341,314584
112470,38342,0
83004,38343,387978
74828,38344,31166
83483,38345,2088916
7989,38346,31052
147637,38347,10773
85616,38348,780430
124942,38349,1175215
94106,38350,90595
51137,38351,10673
4488,38352,2
11515,38353,22835
55997,38354,962798
110357,38355,15057
62542,38356,5
31183,38357,550418
84756,38358,35351
129961,38359,19284
40356,38360,14417
109345,38361,216380
113520,38362,0
22324,38363,1675938
82310,38364,26183
18660,38365,772
89867,38366,49
1693,38367,3172
96038,38368,19492
90659,38369,13842
92943,38370,46159
6516,38371,1091749
56701,38372,1931285
37872,38373,136950
105457,38374,0
13367,38375,17504
118518,38376,5313
74451,38377,856
65876,38378,32396
104504,38379,92546
54640,38380,229767
127127,38381,29
59820,38382,51936
12879,38383,307893
114292,38384,475
4472,38385,1277704
113490,38386,1757439
1189,38387,79182
33074,38388,5580
82301,38389,183949
99365,38390,2220178
78423,38391,4
15042,38392,741229
149929,38393,1292091
96861,38394,705474
57859,38395,5653
13584,38396,22751
100030,38397,76007
58191,38398,326
33723,38399,819273
145523,38400,14124
122785,38401,24761
124762,38402,906
58484,38403,258733
108070,38404,409933
110649,38405,13002
655,38406,124245
97767,38407,89829
104675,38408,44843
138429,38409,79829
84690,38410,1064658
30730,38411,96
95487,38412,17980
121783,38413,360611
60967,38414,826687
528,38415,180048
118880,38416,13704
1361,38417,31
78759,38418,492219
32553,38419,3535
32186,38420,13
97138,38421,1093949
115004,38422,15133
15722,38423,597520
25900,38424,70289
53815,38425,27524
122681,38426,396390
143467,38427,17717
78607,38428,156743
117496,38429,163
52571,38430,797
122616,38431,506013
101113,38432,13782
82669,38433,32838
81782,38434,64542
110690,38435,210057
72471,38436,2260916
119629,38437,0
89221,38438,138159
46851,38439,99044
124971,38440,30834
139411,38441,1540116
76462,38442,2180388
14362,38443,13120
132620,38444,936365
90015,38445,1948931
64872,38446,536315
123790,38447,703138
147152,38448,11828
67916,38449,89401
33291,38450,676117
110773,38451,36171
53190,38452,14624
26324,38453,15574
33451,38454,7184
100415,38455,77469
97540,38456,19008
58219,38457,729441
36797,38458,57628
50449,38459,74935
131612,38460,237292
137874,38461,11170
37669,38462,16849
1717,38463,11940
95368,38464,132
30842,38465,522530
116415,38466,230538
71745,38467,161506
112217,38468,1957
109487,38469,523735
89822,38470,1202876
75912,38471,341263
58984,38472,318
113556,38473,2073257
36818,38474,117989
135378,38475,20979
47263,38476,979
95250,38477,1411795
15598,38478,402
101665,38479,179
101174,38480,5793
143342,38481,651254
56453,38482,1079258
119598,38483,107923
10936,38484,26562
129455,38485,746208
34198,38486,1021952
81829,38487,1251
46922,38488,1279
95980,38489,44328
145691,38490,28973
94514,38491,991
19732,38492,56504
135589,38493,1671527
4417,38494,10071
144169,38495,52510
43874,38496,197749
82362,38497,0
41844,38498,1192866
30600,38499,1105284
44464,38500,10411
50177,38501,20101
81865,38502,34733
65964,38503,29
59268,38504,36750
79545,38505,1282539
94854,38506,87035
16791,38507,2279
115971,38508,1045032
82534,38509,256112
89094,38510,392133
114942,38511,161020
97811,38512,4976
97385,38513,34450
135997,38514,6509
12119,38515,26497
33440,38516,110879
13701,38517,20038
139368,38518,11729
105550,38519,60399
101083,38520,588714
20510,38521,158426
15043,38522,0
117096,38523,96497
83416,38524,935634
144001,38525,1041807
10255,38526,15440
7191,38527,932848
67079,38528,346956
60817,38529,227963
100270,38530,125914
33734,38531,100472
43305,38532,444333
80815,38533,2433
86606,38534,93811
17170,38535,409975
64758,38536,265125
42545,38537,807067
26035,38538,20765
109773,38539,76719
70442,38540,0
53484,38541,17644
32392,38542,18146
86270,38543,0
141802,38544,272868
41212,38545,690
129300,38546,30313
128406,38547,757505
49050,38548,929
53279,38549,16578
63066,38550,530609
140867,38551,24202
14377,38552,453627
149265,38553,71354
138829,38554,165650
9093,38555,1029511
21974,38556,247883
126356,38557,21
148145,38558,99384
110587,38559,107945
131279,38560,886241
53848,38561,1882458
26027,38562,119605
65080,38563,678457
64207,38564,10328
27798,38565,30557
126852,38566,47191
68275,38567,28590
132164,38568,3931
118436,38569,2
108780,38570,4217
28291,38571,32216
144671,38572,485754
7364,38573,542775
116115,38574,1004082
97477,38575,517990
69422,38576,36842
103789,38577,1640157
9949,38578,555151
123107,38579,70875
44736,38580,1598005
95353,38581,98023
72989,38582,55967
22967,38583,390260
58951,38584,5357
99885,38585,141
101524,38586,481600
90256,38587,206043
64650,38588,39163
46567,38589,18777
123818,38590,312803
43288,38591,343385
93071,38592,136287
75022,38593,662834
9707,38594,164138
21309,38595,2591902
37693,38596,69854
141902,38597,807002
36327,38598,99078
108620,38599,97108
114829,38600,0
456,38601,128193
136953,38602,10475
5845,38603,84968
85168,38604,2419931
89636,38605,851429
130957,38606,214237
131428,38607,40639
47213,38608,60891
111483,38609,61238
110983,38610,161931
129931,38611,68297
109542,38612,374138
91163,38613,108986
34336,38614,61960
73816,38615,46120
108314,38616,1341
30226,38617,1651753
2080,38618,526469
108643,38619,8410
82355,38620,408703
45233,38621,211290
80089,38622,1050428
10982,38623,9215
78858,38624,10772
99979,38625,1036229
1456,38626,518253
57769,38627,18502
139849,38628,1821850
43420,38629,45625
52164,38630,19772
59886,38631,920719
111233,38632,5202
118550,38633,0
27264,38634,136228
41248,38635,242728
139229,38636,81486
90886,38637,27633
145183,38638,561363
147470,38639,445927
34200,38640,36978
134406,38641,976923
85202,38642,214619
117030,38643,101838
57991,38644,1705425
117644,38645,28117
53597,38646,1875385
59799,38647,1770343
138478,38648,690042
46703,38649,2593
14348,38650,17210
122913,38651,26894
130471,38652,48638
62191,38653,1785583
148020,38654,123832
114979,38655,160561
125936,38656,94662
33330,38657,292313
97420,38658,5126
8257,38659,32201
96213,38660,227874
75863,38661,54085
87897,38662,38368
117859,38663,45095
112241,38664,24263
18500,38665,108623
84753,38666,363460
69205,38667,713114
105484,38668,11857
10812,38669,541849
111464,38670,1166665
72422,38671,195883
132630,38672,18203
87340,38673,237590
10771,38674,12964
136798,38675,23364
28833,38676,22
90363,38677,20286
94129,38678,21013
141432,38679,20526
125314,38680,8631
133420,38681,33249
129887,38682,1192912
110438,38683,223429
147356,38684,27398
11722,38685,80761
111237,38686,67285
39853,38687,51141
13865,38688,720936
118600,38689,57731
70108,38690,377972
69654,38691,46087
91085,38692,567346
81439,38693,1119250
23924,38694,1347832
77878,38695,740772
121047,38696,1087556
149633,38697,21682
76790,38698,727396
88459,38699,216309
81254,38700,116035
91886,38701,197433
99548,38702,175813
67248,38703,1032877
65320,38704,560678
142303,38705,508527
8679,38706,124083
52031,38707,26443
108689,38708,107255
51661,38709,2795975
133204,38710,1411
90444,38711,1751
114387,38712,29126
102454,38713,11
80553,38714,21747
26631,38715,12377
120093,38716,975
109198,38717,7495
133975,38718,189884
39418,38719,721128
110664,38720,37734
35630,38721,1777961
42342,38722,19759
29818,38723,229653
43720,38724,862632
84743,38725,541676
104000,38726,340124
42638,38727,11558
7197,38728,2687
65140,38729,1980124
48293,38730,144106
68875,38731,1601583
47317,38732,13774
131061,38733,396877
138664,38734,22352
58579,38735,1747407
42188,38736,521845
50095,38737,54483
54869,38738,89804
128432,38739,564850
17065,38740,262505
25956,38741,2021928
44254,38742,58524
135709,38743,670946
15889,38744,28
125663,38745,71817
42815,38746,8508
27365,38747,0
8540,38748,1058861
23378,38749,45009
31933,38750,46905
24293,38751,5367
39488,38752,88749
58416,38753,635841
7628,38754,2539
66359,38755,533650
122170,38756,1161
54699,38757,41545
56316,38758,2259356
107370,38759,546813
63952,38760,9488
2701,38761,2862
130009,38762,473522
118710,38763,150483
57959,38764,1077002
46960,38765,574739
100540,38766,60006
35955,38767,1379225
118076,38768,594254
82198,38769,199505
82595,38770,251612
103270,38771,103568
142351,38772,109340
9683,38773,9056
39083,38774,66537
139527,38775,1664363
43368,38776,3991
38493,38777,1666971
34640,38778,285572
49107,38779,28714
140671,38780,351448
107032,38781,72282
93637,38782,85
6744,38783,1863473
69767,38784,40642
122015,38785,1345275
77805,38786,210
84293,38787,489777
91160,38788,451317
84887,38789,267060
106079,38790,165619
126485,38791,210857
143105,38792,10607
48779,38793,41612
53509,38794,90003
83231,38795,370532
148680,38796,678593
52725,38797,1173997
148490,38798,5662
8232,38799,33132
143819,38800,929779
10241,38801,8349
39390,38802,596463
81027,38803,74350
13429,38804,1630660
20094,38805,1310821
88037,38806,20994
69802,38807,42600
26469,38808,616761
109802,38809,1055436
147114,38810,403875
105239,38811,137077
110359,38812,56575
122518,38813,332563
36514,38814,1285303
124512,38815,29515
51516,38816,526217
61322,38817,11602
8517,38818,1116711
52911,38819,2093106
121841,38820,2966640
84937,38821,2682860
148378,38822,331920
65710,38823,6629
16320,38824,2259552
23752,38825,1737497
58575,38826,20494
127626,38827,123051
88886,38828,74734
20466,38829,21282
110863,38830,247513
20052,38831,853340
130125,38832,12620
147747,38833,1476130
74805,38834,265639
76753,38835,119398
9233,38836,2084
6562,38837,15644
45316,38838,53076
90625,38839,108660
96562,38840,84
81564,38841,33
110489,38842,20630
82129,38843,64553
8081,38844,38899
31878,38845,2108821
76364,38846,83625
146520,38847,380588
79964,38848,23755
67133,38849,2199090
48513,38850,99972
115263,38851,21100
138472,38852,27464
59810,38853,21924
36895,38854,57476
99999,38855,278018
118602,38856,22354
81634,38857,1062355
31900,38858,90286
115982,38859,15815
129317,38860,235131
11051,38861,5958
138902,38862,38
104290,38863,374785
104079,38864,25005
102708,38865,1048
65101,38866,61268
8541,38867,20373
121875,38868,36280
111514,38869,23415
114634,38870,208644
74992,38871,67058
107377,38872,100786
5380,38873,796983
79969,38874,13713
111643,38875,565566
54963,38876,1298
91266,38877,561341
46318,38878,1111227
34298,38879,48897
73209,38880,160835
38770,38881,524938
46815,38882,99
92282,38883,669618
58318,38884,329769
124614,38885,0
22986,38886,14209
132827,38887,1969
24736,38888,91060
132572,38889,93058
75605,38890,33
133715,38891,93033
13300,38892,12731
47253,38893,420395
133684,38894,4350
136489,38895,119670
12668,38896,542698
115526,38897,125669
72150,38898,1500074
61758,38899,71025
69300,38900,364
126269,38901,574514
102970,38902,12103
90728,38903,1077
123025,38904,257680
48910,38905,6320
101270,38906,1270899
90355,38907,638524
15249,38908,413290
24626,38909,1890132
104973,38910,6212
102132,38911,166185
142210,38912,298281
92039,38913,548630
26957,38914,768612
58368,38915,43340
140398,38916,87361
109980,38917,252469
5403,38918,12282
98606,38919,3555
65011,38920,136653
5235,38921,829329
105813,38922,107902
72916,38923,62699
42429,38924,185580
13733,38925,542255
24539,38926,1584
104680,38927,42494
29917,38928,846246
125277,38929,13396
71341,38930,488251
44005,38931,63094
79012,38932,393165
138573,38933,4857
82658,38934,232467
2698,38935,24712
119645,38936,59871
96052,38937,16617
14867,38938,36419
94713,38939,31527
22003,38940,9173
44590,38941,174437
112905,38942,164557
17962,38943,18790
136289,38944,915
149968,38945,790440
116148,38946,51760
24485,38947,12592
41592,38948,247789
111585,38949,44249
91840,38950,6599
30721,38951,14815
29469,38952,94398
78690,38953,1771456
144038,38954,15604
111155,38955,4019
68371,38956,358319
63242,38957,87764
103072,38958,7605
64838,38959,29418
18769,38960,1278416
16825,38961,1993369
31852,38962,68357
118412,38963,146273
14205,38964,40624
134612,38965,264156
19816,38966,732521
141034,38967,1733140
82344,38968,20765
55575,38969,7361
52710,38970,7410
136803,38971,24833
38932,38972,1085094
143133,38973,603705
84325,38974,291238
92689,38975,1031665
50043,38976,1093869
2370,38977,1365990
72115,38978,66978
65664,38979,398384
9914,38980,6290
34544,38981,1947468
19451,38982,3603
5243,38983,1100888
92946,38984,54358
74725,38985,48870
93133,38986,601576
80566,38987,97358
131029,38988,28123
82705,38989,653824
104528,38990,523436
142321,38991,242994
34189,38992,12775
78811,38993,59416
30406,38994,179966
8882,38995,1186782
62479,38996,183002
30333,38997,97141
30848,38998,93197
85369,38999,5239307
59203,39000,0
5392,39001,0
53360,39002,142697
5249,39003,0
67692,39004,763005
110209,39005,2072272
17989,39006,29491
32737,39007,1070286
107935,39008,15268
90796,39009,0
16282,39010,337783
36407,39011,953908
118623,39012,404891
49482,39013,621
5726,39014,301919
65455,39015,643618
29221,39016,0
136906,39017,105543
144985,39018,855256
79573,39019,31239
91031,39020,1034717
5195,39021,27980
131941,39022,42179
27766,39023,2063024
48526,39024,129631
78274,39025,2960
60813,39026,160798
135911,39027,378923
111500,39028,1440171
72925,39029,13894
111209,39030,268583
120180,39031,150621
81274,39032,57
42926,39033,6191
133999,39034,20461
17397,39035,3805
50750,39036,1501876
39682,39037,112967
87258,39038,32612
96982,39039,2387
81131,39040,5214
149778,39041,1648517
42409,39042,1389
101428,39043,2361290
46870,39044,68952
19844,39045,138798
25359,39046,67358
116899,39047,47997
47274,39048,375
118583,39049,844
84951,39050,24359
126558,39051,41969
121501,39052,3159287
137094,39053,4415503
108029,39054,66570
67679,39055,71139
88443,39056,943489
54455,39057,52712
44029,39058,226499
135201,39059,28
134326,39060,92367
34057,39061,904
127692,39062,50812
91079,39063,859708
98804,39064,1316364
17489,39065,9007
8309,39066,1079846
89479,39067,45829
87652,39068,52491
120755,39069,9966
135744,39070,68134
143121,39071,652619
116834,39072,450029
116387,39073,41
91178,39074,52870
99807,39075,175711
551,39076,896916
69257,39077,19354
47129,39078,1104979
63798,39079,122
119672,39080,1326541
141488,39081,209627
137474,39082,10336
1346,39083,901878
125414,39084,19352
51261,39085,412
119618,39086,70463
78963,39087,16329
95043,39088,11281
75083,39089,1327179
104893,39090,1063817
124123,39091,4461
44532,39092,23372
86561,39093,109956
102074,39094,498243
100793,39095,556333
92646,39096,58733
24444,39097,800108
53864,39098,202436
141806,39099,509371
93739,39100,17611
58061,39101,154245
41666,39102,58274
127264,39103,58994
98908,39104,290670
115466,39105,33370
110640,39106,552619
47816,39107,11958
123291,39108,434743
127480,39109,14124
78534,39110,648606
17029,39111,3851582
137753,39112,6198
121399,39113,1107399
35617,39114,28276
9950,39115,47665
28739,39116,521843
88645,39117,5282
15626,39118,13295
84933,39119,465693
78309,39120,106985
45399,39121,242393
136024,39122,207653
127139,39123,2074
67333,39124,417896
105772,39125,12210
46128,39126,328007
2944,39127,917803
53481,39128,18787
46755,39129,109320
132892,39130,1246
73189,39131,1284
12561,39132,153883
64633,39133,34334
116851,39134,4151
149219,39135,21728
125303,39136,2750388
27704,39137,313314
107051,39138,9042
5162,39139,120928
25381,39140,477689
123900,39141,512632
84816,39142,5351
53296,39143,395
15078,39144,70
80823,39145,422462
1016,39146,531331
80432,39147,247231
10654,39148,117047
94544,39149,22332
21558,39150,1135144
140392,39151,98
39589,39152,53781
122150,39153,42460
27808,39154,13622
129255,39155,42
62846,39156,17435
133720,39157,11273
86434,39158,54136
54603,39159,36349
3222,39160,53668
5518,39161,14037
114159,39162,129272
84152,39163,609231
118781,39164,235037
115785,39165,466924
2283,39166,143646
3723,39167,80476
134389,39168,45090
40528,39169,19278
47277,39170,41933
8870,39171,102794
92099,39172,169561
14068,39173,53026
70511,39174,709794
27182,39175,158223
36996,39176,678
122090,39177,44723
121079,39178,320779
69368,39179,181811
88625,39180,1626896
97591,39181,51112
130354,39182,1597901
39333,39183,1008926
143126,39184,0
81730,39185,608430
100689,39186,42
47154,39187,1533922
71143,39188,235992
93228,39189,392860
133766,39190,253480
115280,39191,156
123801,39192,10991
111766,39193,95215
24797,39194,1130010
5342,39195,583693
39234,39196,726
56213,39197,131621
13465,39198,2198413
15102,39199,1371080
74042,39200,4454065
78630,39201,7992
22828,39202,3225
81856,39203,2370653
141812,39204,73251
117359,39205,567
95525,39206,1415780
50011,39207,517189
19121,39208,14051
126863,39209,338
93359,39210,28469
82256,39211,607722
126131,39212,101518
137283,39213,159013
3260,39214,68496
23596,39215,490895
78154,39216,63848
32512,39217,607594
134390,39218,175
65464,39219,365767
121397,39220,14710
109367,39221,4777
77882,39222,1865524
90140,39223,544128
65755,39224,1159818
21440,39225,16098
24782,39226,19831
131990,39227,1123
63818,39228,20048
65084,39229,20610
57499,39230,2270585
55864,39231,20598
28413,39232,26645
75917,39233,635
84890,39234,104824
22346,39235,951
112136,39236,77028
140243,39237,670398
6554,39238,278853
11479,39239,12612
32294,39240,16736
98503,39241,37186
60356,39242,34789
28114,39243,1670830
26746,39244,1268459
49586,39245,21584
93934,39246,1950796
139344,39247,120
72717,39248,713666
70859,39249,2169
9668,39250,10244
23786,39251,95897
114023,39252,22643
23228,39253,67504
40122,39254,133633
67966,39255,276
44409,39256,35044
134264,39257,528146
74167,39258,41210
75885,39259,10491
84237,39260,115916
75244,39261,0
97083,39262,386071
128714,39263,63600
74951,39264,319628
140159,39265,115276
96043,39266,51778
44083,39267,2217
90817,39268,23497
31110,39269,1144426
79648,39270,54776
69718,39271,78
100119,39272,931948
148256,39273,462608
16527,39274,69292
51399,39275,660425
90482,39276,34673
76774,39277,178678
18206,39278,279376
39188,39279,2242287
62438,39280,197928
95394,39281,3388
84711,39282,32057
48179,39283,1081327
40633,39284,460493
94263,39285,1235409
81256,39286,23796
138653,39287,89724
15829,39288,1467704
15909,39289,26149
143205,39290,5552
41715,39291,3015
26828,39292,562563
95351,39293,593727
65035,39294,798523
123887,39295,99295
143181,39296,0
82690,39297,644932
82276,39298,30481
71413,39299,315187
33710,39300,95138
107185,39301,1217
125596,39302,700923
121445,39303,9513
93634,39304,673055
34538,39305,75155
95249,39306,81112
118848,39307,99125
103226,39308,615
35976,39309,4058
1309,39310,127030
50314,39311,964609
47400,39312,31475
10701,39313,128644
134087,39314,81
106425,39315,846196
25516,39316,3264635
131400,39317,537026
48861,39318,1676952
103453,39319,188801
146217,39320,119678
75090,39321,81706
23620,39322,272326
143798,39323,705527
67032,39324,149413
23225,39325,1114779
143361,39326,18033
5810,39327,871227
48777,39328,1662429
1194,39329,2933
101025,39330,46248
87152,39331,1130928
22331,39332,1232390
139990,39333,115173
135583,39334,71234
40538,39335,10603
90497,39336,76162
57796,39337,358148
57406,39338,226019
118325,39339,2452885
108688,39340,137869
55482,39341,244757
8071,39342,5776
100938,39343,431043
33660,39344,315953
74498,39345,247064
59185,39346,1182311
79092,39347,208191
58129,39348,4
129450,39349,25982
11883,39350,134685
19610,39351,9657
116977,39352,2519453
46639,39353,180932
112977,39354,1862507
52377,39355,8382
95380,39356,47295
16525,39357,785759
84035,39358,434881
27758,39359,1806188
69961,39360,54530
2198,39361,56478
131361,39362,106678
78040,39363,151227
101269,39364,246308
38619,39365,75878
52044,39366,21492
128247,39367,1579995
35354,39368,15403
77826,39369,1958673
128478,39370,264898
24110,39371,503270
22789,39372,20899
58858,39373,534206
127380,39374,20894
146948,39375,23076
29562,39376,2442463
111126,39377,16351
27600,39378,12957
145989,39379,17867
13771,39380,570548
95572,39381,0
26913,39382,59
780,39383,1641018
61480,39384,3707
87859,39385,272330
68292,39386,0
88481,39387,25520
41997,39388,339881
75015,39389,17258
53849,39390,7531
145313,39391,1051400
45093,39392,35407
93379,39393,317282
120321,39394,763
145954,39395,444023
32745,39396,38268
24065,39397,11836
93963,39398,33843
24141,39399,18761
33867,39400,5
73483,39401,5739
137482,39402,246097
119458,39403,504067
45517,39404,11807
115422,39405,49419
68713,39406,1067063
94098,39407,1020915
37020,39408,25
148,39409,94977
106671,39410,14235
122039,39411,527976
94994,39412,0
58967,39413,1514
116974,39414,35735
87097,39415,16579
65547,39416,97101
48702,39417,790021
65138,39418,314789
143758,39419,194499
86108,39420,9540
7187,39421,29270
42570,39422,845718
126165,39423,0
90799,39424,516047
98371,39425,18102
94958,39426,73659
79605,39427,82757
49580,39428,519949
97795,39429,519123
88035,39430,569114
146227,39431,349678
48418,39432,587139
147977,39433,15214
20174,39434,18811
111972,39435,9588
126899,39436,612252
86660,39437,62294
47059,39438,29874
50209,39439,27
31727,39440,6240
66045,39441,0
137746,39442,2932437
104463,39443,253
147772,39444,501900
34069,39445,774564
103452,39446,1692848
20878,39447,123259
33191,39448,185951
109808,39449,75225
81542,39450,2038
68832,39451,8223
69641,39452,68208
92969,39453,50789
15375,39454,500
55639,39455,30928
123812,39456,423162
89230,39457,1085
34126,39458,76186
112890,39459,11570
3455,39460,36783
19841,39461,429418
89046,39462,162530
56393,39463,45298
123228,39464,25859
128945,39465,4176489
77208,39466,900856
81621,39467,31754
145111,39468,1870133
26102,39469,185688
64704,39470,90098
90536,39471,478819
45071,39472,19128
67463,39473,55842
47441,39474,21013
134236,39475,702768
121948,39476,1024635
82849,39477,28074
50848,39478,3795
62243,39479,292464
58049,39480,12968
40626,39481,2302
106261,39482,410914
86411,39483,58583
113794,39484,1284
147658,39485,66966
86997,39486,3228
127200,39487,1330678
57312,39488,123166
126371,39489,202721
111580,39490,12
119022,39491,2567
131074,39492,1385409
49995,39493,58424
23117,39494,43330
54297,39495,1066693
68655,39496,388650
23578,39497,1368738
56326,39498,151442
52672,39499,227741
128414,39500,59625
77136,39501,1258991
55470,39502,1183563
29411,39503,2463998
20676,39504,10474
143970,39505,1700958
132964,39506,2097040
17796,39507,1365197
35266,39508,151651
48259,39509,2055590
60731,39510,2116616
73029,39511,18582
77423,39512,252929
44552,39513,921024
118468,39514,184145
137599,39515,354638
99867,39516,1479771
1350,39517,32508
1133,39518,119902
82471,39519,50088
97234,39520,270536
93818,39521,33485
26342,39522,1186663
128501,39523,5803
115959,39524,25277
73001,39525,15579
4490,39526,0
40669,39527,145583
147173,39528,1273484
99693,39529,78543
101797,39530,750796
68484,39531,44081
84069,39532,2983
18063,39533,187009
146880,39534,144825
123009,39535,1048890
5934,39536,174218
68714,39537,1744673
64402,39538,4724
72186,39539,252996
20353,39540,5317
12333,39541,15517
84251,39542,552241
47275,39543,81818
125374,39544,36355
97990,39545,12509
28657,39546,73462
42182,39547,46281
56355,39548,15224
43048,39549,997
60861,39550,93040
76212,39551,205927
8467,39552,94111
116910,39553,230881
29297,39554,29
99500,39555,370939
119300,39556,0
50357,39557,2310957
132695,39558,44855
115819,39559,317999
132450,39560,11953
110210,39561,15805
59312,39562,691512
12818,39563,375710
4441,39564,2082988
83186,39565,1217731
18579,39566,4591
87551,39567,53812
38588,39568,252
44126,39569,173187
7960,39570,17
85803,39571,517994
31386,39572,25171
26210,39573,2548
38279,39574,16418
75872,39575,26950
56164,39576,1025598
74836,39577,891018
118546,39578,236367
101148,39579,785694
61029,39580,574433
12108,39581,280499
20894,39582,879874
51816,39583,70144
106497,39584,60818
141023,39585,2372054
147669,39586,1727138
75006,39587,107452
127523,39588,5150
92344,39589,802249
106085,39590,237
33693,39591,524370
20193,39592,2786
26590,39593,12682
42154,39594,116923
132194,39595,32299
135696,39596,27535
145354,39597,1114024
59549,39598,7249
107802,39599,1225604
61771,39600,91989
53300,39601,134455
107056,39602,8834
45207,39603,624323
82799,39604,137249
132537,39605,31
145323,39606,29208
123784,39607,98753
6102,39608,163312
95960,39609,747121
75479,39610,72769
30772,39611,1645164
